approx_entropy,sample_entropy,perm_entropy,higuchi_fd,lz_complexity
0.6228329434923663,0.47433017491521684,0.9110605571673321,1.3424028619752537,81
0.968898264107307,0.7872478036221029,0.9376848768465206,1.5638209092211546,130
0.7979063797541075,0.6863484042427788,0.9334943897085236,1.5288977039585259,97
1.0528959617912528,0.9579752014798548,0.8979428387200153,1.4574649410676253,110
0.9941503743092084,0.9312500861913732,0.8717122991697192,1.428747826520059,118
0.6925053953827947,0.5648992854852717,0.9075443767383743,1.3321243197732688,96
0.9812574625536112,0.7392704574316508,0.9274072580152415,1.5221428116468134,118
0.5872732014728728,0.45086443587738795,0.9037767833092535,1.3572643685309889,87
0.8869826189518957,0.7573551501730345,0.9195677390089702,1.4384124574726742,119
0.9732902618697739,0.8509735734037105,0.940999423081383,1.5268581040473002,140
0.6486814058500987,0.515765994951951,0.9225435196556793,1.4005703479615117,64
0.7086669398874514,0.5618414637170174,0.9271520197729135,1.4388454720782353,117
0.7414337109115468,0.6191555761553696,0.9164210174242774,1.3832751951329616,97
0.7552975270610718,0.5876904557421926,0.9187237866226714,1.4517134050566187,105
0.8170223224097581,0.7127746415987385,0.9249603503551115,1.4771984107137566,117
0.9066372976610011,0.7503500702661293,0.9333304987254507,1.4786309443672987,105
0.939119282795307,0.8058578922118818,0.9288748751439706,1.5057105613071946,112
0.8502872283032739,0.6927790166216922,0.9238146676159457,1.4470601373024494,76
0.8210476430040212,0.6779340659337013,0.9216072069121533,1.429976483308349,96
1.2503165616981038,1.1157917973751144,0.9512615892837357,1.6480508771075029,159
0.8844647667346055,0.7757460858832429,0.9304834674400516,1.5443307430056568,149
1.0412882392638987,0.9242770782490267,0.9235792996609289,1.5117801179866084,118
1.293955893798199,1.2034026788828989,0.9419571972889826,1.6630230155923265,143
1.2832058661629064,1.1711361967828262,0.9388925315695776,1.6517059208276301,143
0.9558985816712755,0.8428583009110555,0.9330589977555047,1.5008771478848992,122
0.7594937184618944,0.6116818037801995,0.9302860066089086,1.4568298063690823,110
0.8746037390852464,0.7459251771509068,0.9256764410115355,1.493546414860525,98
1.2484637030962316,1.1295638323563817,0.9449303236932054,1.6247065367285771,147
0.9102536852912806,0.7628581849323375,0.9251651356299848,1.5112328968283988,104
0.8251251008945859,0.6904331473509101,0.932382883549377,1.4777765795040805,106
0.9429995409244385,0.7826081208647283,0.934304580591469,1.5408448505664394,140
1.3022407053083458,1.1539243956302963,0.9413698350260321,1.6267414531074924,169
0.9870848813488791,0.8704483588985956,0.9262929700991597,1.5390355405935157,119
1.051733021109082,0.8981567006227871,0.9342727421775423,1.5585644600024622,127
0.9624292177339586,0.818167766040097,0.9348778396738784,1.5321442890961479,111
0.7920620365245292,0.6518731135863174,0.9300828839906213,1.457472371777243,98
0.9966075816643172,0.86986943101119,0.9440881379481852,1.5919571507898065,120
0.9644392499017851,0.8270722028626384,0.9241177779929083,1.5060012690953883,109
1.2789635716866958,1.1683843133812304,0.9390720594517064,1.6361139409356085,141
1.068115680629162,0.933364008005609,0.9371721290761759,1.5569386981877942,131
0.7682749718520179,0.6364457769043902,0.9202552463103244,1.4728097628124164,100
0.8296485820266426,0.704616362411847,0.9275163872835323,1.5063054272959355,117
0.7155652057146966,0.5715209960656596,0.938621627016436,1.4939737821051986,100
1.006188980263493,0.8350149946778003,0.9352831172836569,1.5639670599957394,137
0.9379902613486752,0.803147659184173,0.9252303771927325,1.5627193786709186,125
1.1246901528423257,0.9631513324669998,0.938316687334783,1.5664475947605936,139
1.1466048581551398,1.0151836981687745,0.9433073934584676,1.6250642746432804,144
1.13511843697433,0.983281248223698,0.9432161575812136,1.600939733900538,148
0.8536308141915709,0.7237176547263527,0.9396254274858388,1.5404986473566449,131
0.8395753341928631,0.7085115417419847,0.9227224183417209,1.4813540141452362,95
0.9648349361605288,0.8311005376398064,0.9320727520304016,1.5368787568155657,119
0.9419506744212307,0.7973278184245687,0.9338150687707305,1.518450548526485,114
0.9766483712989906,0.8274425108354799,0.9340142541111802,1.557978295922645,109
1.1195564369424362,1.0274648188569757,0.9470435719758933,1.5830061117954304,118
1.2303542989503566,1.0742183786211634,0.9474136404886683,1.6353377186147193,158
0.949820372081239,0.8390894934932275,0.9390649054317801,1.5616553232863615,108
1.2507779997306825,1.114992257596144,0.949715783509241,1.6591781257565874,167
